search_keyword,near_coastline,place_url,name,address,place_name,longitude,category,phone,latitude
동호항,True,http://place.map.kakao.com/22138014,동호항,전북특별자치도 고창군 해리면 동호리,동호항,126.486691965726,"교통,수송 > 교통시설 > 항구,포구",,35.5213551935646
줄포,True,http://place.map.kakao.com/25888494,줄포,전북특별자치도 부안군 줄포면 우포리 516-1,부안 줄포만 노을빛 정원,126.66830869893178,"여행 > 관광,명소 > 국가정원",063-580-4191,35.58090005805022
가력도항,True,http://place.map.kakao.com/18937447,가력도항,전북특별자치도 부안군 변산면 대항리 583,가력도항,126.53060620133895,"교통,수송 > 교통시설 > 항구,포구",,35.727591106184924
야미도,True,http://place.map.kakao.com/7997045,야미도,전북특별자치도 군산시 옥도면 야미도리,야미도,126.492776950465,"여행 > 관광,명소 > 섬 > 섬(내륙)",063-454-7280,35.8418978656792
방축도,True,http://place.map.kakao.com/18376810,방축도,전북특별자치도 군산시 옥도면 말도리,방축도,126.3745397754,"여행 > 관광,명소 > 섬",,35.8510668194364
녹도항,True,http://place.map.kakao.com/18354306,녹도항,충남 보령시 오천면 녹도리 240-1,녹도항,126.2669491862219,"교통,수송 > 교통시설 > 항구,포구",,36.269495847853484
호도,True,http://place.map.kakao.com/18376920,호도,충남 보령시 오천면 녹도리,호도,126.261095811264,"여행 > 관광,명소 > 섬",041-932-4301,36.2967399976983
삽시도,True,http://place.map.kakao.com/18376866,삽시도,충남 보령시 오천면 삽시도리,삽시도,126.355071183987,"여행 > 관광,명소 > 섬",,36.3385141126147
원산도,True,http://place.map.kakao.com/18376777,원산도,충남 보령시 오천면 원산도리,원산도,126.423560844165,"여행 > 관광,명소 > 섬",,36.3710213186652
영목항,True,http://place.map.kakao.com/8004672,영목항,충남 태안군 고남면 고남리,영목항,126.427643173593,"교통,수송 > 교통시설 > 항구,포구",,36.3996834855087
오천항,True,http://place.map.kakao.com/10621096,오천항,충남 보령시 오천면 소성리,오천항,126.519632363757,"교통,수송 > 교통시설 > 항구,포구",041-932-2023,36.4392677794874
남당항,True,http://place.map.kakao.com/10185776,남당항,충남 홍성군 서부면 남당리 863,남당항,126.468893603312,"교통,수송 > 교통시설 > 항구,포구",,36.5369319982009
안면암,True,http://place.map.kakao.com/8000214,안면암,충남 태안군 안면읍 정당리 178-7,안면암,126.375062567838,"문화,예술 > 종교 > 불교 > 절,사찰",041-673-2333,36.5593480287007
방포항,True,http://place.map.kakao.com/17766928,방포항,충남 태안군 안면읍 승언리,방포항,126.335852160582,"교통,수송 > 교통시설 > 항구,포구",,36.5038279534391
채석포항,True,http://place.map.kakao.com/7832556,채석포항,충남 태안군 근흥면 도황리 8-26,채석포항,126.22868966453476,"교통,수송 > 교통시설 > 항구,포구",,36.693622232058104
정죽리,True,http://place.map.kakao.com/8134619,정죽리,충남 태안군 근흥면 정죽리 산 147-46,갈음이해수욕장,126.152426998235,"여행 > 관광,명소 > 해수욕장,해변",041-675-1363,36.6959692492309
통개항,True,http://place.map.kakao.com/8568008,통개항,충남 태안군 소원면 파도리,통개항,126.142507746509,"교통,수송 > 교통시설 > 항구,포구",,36.7250361023916
어은돌항,True,http://place.map.kakao.com/24925117,어은돌항,충남 태안군 소원면 모항리 1097-21,어은돌항,126.126538832261,"교통,수송 > 교통시설 > 항구,포구",,36.7508930614693
구도항,True,http://place.map.kakao.com/18354244,구도항,충남 서산시 팔봉면 호리,구도항,126.327259627593,"교통,수송 > 교통시설 > 항구,포구",,36.8274207399301
의항항,True,http://place.map.kakao.com/12887457,의항항,충남 태안군 소원면 의항리,개목항,126.16796998338,"교통,수송 > 교통시설 > 항구,포구",,36.8325617374235
황촌리,True,http://place.map.kakao.com/25789753,황촌리,충남 태안군 원북면 황촌리 810-1,구례포해수욕장,126.200101136181,"여행 > 관광,명소 > 해수욕장,해변",041-670-2691,36.8872290465847
만대항,True,http://place.map.kakao.com/12802678,만대항,충남 태안군 이원면 내리,만대항,126.304401456675,"교통,수송 > 교통시설 > 항구,포구",,36.9669529010062
고파도항,True,http://place.map.kakao.com/18354184,고파도항,충남 서산시 팔봉면 고파도리,고파도항,126.337847997534,"교통,수송 > 교통시설 > 항구,포구",,36.9118433795185
대난지도,True,http://place.map.kakao.com/25035658,대난지도,충남 당진시 석문면 난지도리 산 2-69,대난지도,126.433540700441,"여행 > 관광,명소 > 섬",,37.0510313454336
장고항,True,http://place.map.kakao.com/26225395,장고항,충남 당진시 석문면 장고항리 615-5,장고항,126.559905728477,"교통,수송 > 교통시설 > 항구,포구",,37.0312429033031
성구미,True,http://place.map.kakao.com/25284452,성구미,충남 당진시 송산면 가곡리,성구미,126.690384363943,부동산 > 지명,,36.9984558310089
삽교호,True,http://place.map.kakao.com/15147754,삽교호,충남 아산시 인주면 대음리 692,삽교호,126.83952117376765,"여행 > 관광,명소 > 호수",,36.85217039164003
화옹방조제,True,http://place.map.kakao.com/8166140,화옹방조제,경기 화성시 우정읍 매향리 977,화성방조제,126.717090482648,"여행 > 관광,명소 > 방조제",,37.0868708781152
울도항,True,http://place.map.kakao.com/17434490,울도항,인천 옹진군 덕적면 울도리,울도항,125.998225776331,"교통,수송 > 교통시설 > 항구,포구",,37.0271022286573
선갑도,True,http://place.map.kakao.com/11141954,선갑도,인천 옹진군 자월면 승봉리 산 240,선갑도,126.07921129863,"여행 > 관광,명소 > 섬",,37.0922404328576
자월도,True,http://place.map.kakao.com/18376887,자월도,인천 옹진군 자월면 자월리,자월도,126.311332280805,"여행 > 관광,명소 > 섬",032-833-6011,37.2571666261319
선재도,True,http://place.map.kakao.com/8375024,선재도,인천 옹진군 영흥면 선재리,선재도,126.521970552885,"여행 > 관광,명소 > 섬",,37.2546759922328
방아머리,True,http://place.map.kakao.com/7887894,방아머리,경기 안산시 단원구 대부북동,방아머리,126.573967558999,부동산 > 지명,,37.2872973242526
오이도,True,http://place.map.kakao.com/8019980,오이도,경기 시흥시 정왕동 1073,오이도,126.693593551653,"여행 > 관광,명소 > 섬 > 섬(내륙)",,37.3429619031973
후포항,True,http://place.map.kakao.com/8179637,후포항,경북 울진군 후포면 후포리 1056,후포항,129.457947371606,"교통,수송 > 교통시설 > 항구,포구",,36.6782082392212
월선포,True,http://place.map.kakao.com/27184503,월선포,인천 강화군 교동면 상용리,월선포선착장,126.317281004546,"교통,수송 > 교통시설 > 선착장,항만시설",,37.7745009598768
죽산포,True,http://place.map.kakao.com/10797902,죽산포,인천 강화군 교동면 동산리,죽산포,126.236522576188,부동산 > 지명,,37.7566387541233
매음리,True,http://place.map.kakao.com/588636297,매음리,인천 강화군 삼산면 매음리 645-27,석모도미네랄온천,126.31271829654287,"여행 > 관광,명소 > 온천",032-930-7053,37.68550157695992
어류정항,True,http://place.map.kakao.com/8007085,어류정항,인천 강화군 삼산면 매음리 855-41,어류정항,126.344292722714,"교통,수송 > 교통시설 > 항구,포구",,37.6450351979249
신도,True,http://place.map.kakao.com/18376876,신도,인천 옹진군 북도면 신도리,신도,126.454716424347,"여행 > 관광,명소 > 섬",,37.5266351611673
