filename,Cephalopod,fish
-_27_jpg.rf.4f077688c42b3164570ee5b1c6574ece.jpg,0,1
-_163_jpg.rf.1e925e24f93419d920b953ed6c89b1a3.jpg,0,1
-_181_jpg.rf.7aea75e24d3d66d1e400007bc48b2c81.jpg,0,1
-_177_jpg.rf.dcaf044a185f39a11695f78a6a566acb.jpg,0,1
-_16_jpg.rf.4035f08c9371168a1eb45740d8d1c52e.jpg,0,1
-_281_jpg.rf.66f7702060071e3cd9c9ec4a84491c00.jpg,0,1
-_275_jpg.rf.8f20f119dfaafb2196436f38d00d55b2.jpg,0,1
-_79_jpg.rf.91916bc0791b303f56beeb533f21ef54.jpg,0,1
-_283_jpg.rf.194659d5ce55c0f91ca98160ac38d532.jpg,0,1
-_78_jpg.rf.de2a91075b783f1ae8d15c5fc1d33215.jpg,0,1
-_256_jpg.rf.37b8d5f9a41c861aac697be69661ee3b.jpg,0,1
-_64_jpg.rf.43af81b62e88b889d8465d92fb855c43.jpg,0,1
-_261_jpg.rf.aa5aaba814551b1568106aa02aa443e4.jpg,0,1
-_136_jpg.rf.87c79bfe11b17a8c19fe755618b101af.jpg,0,1
-_175_jpg.rf.d71f9393a1812f4e4be4d53df1884b11.jpg,0,1
-_205_jpg.rf.6c845450e863f61679a0afef00c99f94.jpg,0,1
-_193_jpg.rf.76e8271256ad1a7d26bdcfd6c8b85834.jpg,0,1
Screenshot-from-2025-03-14-17-14-14_png.rf.306f11f66649f3bb7733054bd023da5d.jpg,0,1
-2025-03-13-104125_jpg.rf.0d315557a7004cfeb8bd1fd572182085.jpg,1,0
-_18_jpg.rf.d424561d089920c8b8cfa75ea523ded2.jpg,0,1
-_236_jpg.rf.ffec780ec8f9bbc6354738822426e5de.jpg,1,0
-2025-03-13-104002_jpg.rf.e592aefe30264fee1ea7772a62621fc7.jpg,1,0
Screenshot-from-2025-03-14-17-05-46_png.rf.3aeaa130b6f2747ee45b8b4ee99f7198.jpg,0,1
Screenshot-from-2025-03-14-17-06-58_png.rf.08e0f00d14116d271d6f41ba120db990.jpg,0,1
-_298_jpg.rf.4ae7d78a4c5a3abc5c688c86645a0737.jpg,0,1
Screenshot-from-2025-03-14-17-06-48_png.rf.3d8f6be5a85e6afd64f82f7954e9ba26.jpg,0,1
-_179_jpg.rf.b88ed8a8265913d5e5d011ff4a405c7b.jpg,0,1
-_30_jpg.rf.fae49b94ccacf015dd5af56106457869.jpg,0,1
-_18_jpg.rf.b0824dc6c222b8fe1566166b5678255d.jpg,0,1
-_287_jpg.rf.f8dbfa16db4f2dc0a6ea86938d201dea.jpg,0,1
-_14_jpg.rf.523eb1fdc3d6a08c21ecbc3c3499aabd.jpg,0,1
-_32_jpg.rf.80b51f2ecbe70d47fcdf200e6406ca7e.jpg,0,1
-_146_jpg.rf.9d8e7637d644f9c2d78355b06842f1d9.jpg,0,1
-_105_jpg.rf.c0e389aed233ede29e1ee698d30938cf.jpg,0,1
-2025-03-13-103904_jpg.rf.c7defe2f78a702c9b98b071dd23975fd.jpg,1,0
-_279_jpg.rf.22ce4cd5a55bc0c0c35b54c05e7e1402.jpg,0,1
-2025-03-13-104138_jpg.rf.2f29da25a7205ffc399688f570ffb02e.jpg,1,0
-_36_jpg.rf.e4300c85522000c516920921b474ef68.jpg,0,1
-_241_jpg.rf.64b84436b28bb0d6c0d67c20bed0234d.jpg,0,1
-_191_jpg.rf.377f71c60af91b0381b3540d20e29333.jpg,0,1
-2025-03-13-104151_jpg.rf.ba281d7bcd616270b6f1b738f63707b0.jpg,1,0
-_14_jpg.rf.55938e82b730b3ce41375f0899caf419.jpg,0,1
-_23_jpg.rf.9b8cf003e30a26689db2635d0070a78d.jpg,1,0
-2025-03-13-104031_jpg.rf.6f5c86d1032054650fd7bfced539a579.jpg,1,0
-_81_jpg.rf.40e2f0d9db7b015bcf98c7fe50cd5445.jpg,0,1
-_276_jpg.rf.82cc49feebb71b3f3c8bc65e4f2c315a.jpg,0,1
Screenshot-from-2025-03-14-17-14-34_png.rf.08b2380c0184f0e19a7795d605be53cc.jpg,0,1
-_77_jpg.rf.97f03c3e5d4d88ca07e0d6c6d0f1f2d7.jpg,0,1
-_284_jpg.rf.72498c62147b58e989dbfc985f6c6ea5.jpg,0,1
-_74_jpg.rf.a9d4401490d0ecd3aef4ccb185855890.jpg,0,1
Screenshot-from-2025-03-14-17-14-01_png.rf.7f177fe1812d7fb9453a2ee67ac073d9.jpg,0,1
Screenshot-from-2025-03-14-17-14-44_png.rf.33ba6abe4ebac63d45bf3b45e289de40.jpg,0,1
-_2_jpg.rf.9b5df89611691897f6b7ac21ff193f96.jpg,0,1
-_246_jpg.rf.072e12f6d35aa1933a8b697e5e9b7b84.jpg,0,1
-_28_jpg.rf.421c7992d4241dc334027bb45cd44202.jpg,0,1
-_41_jpg.rf.8f3e9f986e90aa35c0a95989a6864c4d.jpg,0,1
-_180_jpg.rf.895ab796ca321e800afe1f75f507883e.jpg,1,0
Screenshot-from-2025-03-14-17-06-09_png.rf.a70da75e7e931b16a6e7b581534ce96e.jpg,0,1
-_88_jpg.rf.a3c53f3b5bb6bead0c8f318100cf0e1f.jpg,0,1
-_294_jpg.rf.b93ad2f0bfb7a0c8894a87d3c04cf841.jpg,0,1
-_127_jpg.rf.7c84084b6d996e20aed510224e2b5648.jpg,1,0
-_19_jpg.rf.5149285e5c721e28d2c04530a8a49049.jpg,0,1
-_200_jpg.rf.ebee02e9a11d56cef2adf8808ec828e2.jpg,0,1
-_276_jpg.rf.d26004abfe1a5f39ec27a70f333f11c0.jpg,0,1
-_129_jpg.rf.4ce37488c60e0b057272e91a14cb3fec.jpg,0,1
-_46_jpg.rf.b23326b82aacf9573c4d27efd2861331.jpg,0,1
-_292_jpg.rf.b9af59e791a98a91f038db11222415ca.jpg,0,1
-_138_jpg.rf.2b496ba8f2196ee9ab463baab56b7239.jpg,0,1
-_90_jpg.rf.c096b401d5b08f7271f78ccb81cb3d67.jpg,0,1
-_137_jpg.rf.f61eee69c2aa371adc502d72dee5bbff.jpg,0,1
-_34_jpg.rf.ada5ff86ed6563eadd647bdd8c897868.jpg,0,1
-_204_jpg.rf.f34dbc07df588ff5893c8cd8980fa209.jpg,0,1
-_74_jpg.rf.c4d536ff4c0937c54aea2d8f76516785.jpg,0,1
-_160_jpg.rf.396c2aa34262e3f1d17964f2afd6163c.jpg,0,1
-_146_jpg.rf.c722c27d9b068ce1ecc9ce0b3e89561c.jpg,0,1
-_126_jpg.rf.80469b2e47535a59f660284a950d48c1.jpg,0,1
-_21_jpg.rf.a2d134b2864094420be0f5b76c153d41.jpg,0,1
-_286_jpg.rf.482ba1440ea596a50d7a810daa4afd5f.jpg,0,1
-_9_jpg.rf.6a1d0227ab5f57b39d7d8d1d36f641f5.jpg,0,1
-2025-03-14-104350_jpg.rf.d7318ef1a5f11adadd8c4fc1d18a19d3.jpg,1,0
-_139_jpg.rf.4cc1683fd1ffeac2bc5c72c7116b07ea.jpg,0,1
-_136_jpg.rf.bd3b8832845dfb716be027a3b2a42eee.jpg,0,1
-_192_jpg.rf.6afcfa7b9fd362ec8ff4fb9671c190da.jpg,0,1
-2025-03-14-104603_jpg.rf.af28e26555652a232670b0b2c630873d.jpg,1,0
-_293_jpg.rf.54a7ba9ec54e48722523400d56a2fe46.jpg,0,1
-_150_jpg.rf.78d34f2fe6ebc40c79087542a37e9009.jpg,0,1
-_19_jpg.rf.bf5af6beac5d33241834fdacc7b77aaa.jpg,0,1
-_206_jpg.rf.0c3dc54f032d0756af55a0538889d5af.jpg,0,1
-2025-03-13-103855_jpg.rf.20f43f4e56d74ac70d53b26997b73c25.jpg,1,0
-_274_jpg.rf.b6e9d1b3721fa1dd97edd3a531d5ebf7.jpg,0,1
-_252_jpg.rf.87b0374447f2ef027ede3f99f600a51f.jpg,1,0
-2025-03-13-104100_jpg.rf.a088aa13fe9d35014661d2e625322a1f.jpg,1,0
-_92_jpg.rf.650e042099f225eabadcbea2f78a7061.jpg,0,1
-2025-03-13-104044_jpg.rf.c7b9534d086ba1e5b51e31121f797438.jpg,1,0
-_240_jpg.rf.041c4b36a9315072c9fb54136f79b45e.jpg,1,0
-2025-03-10-155400_jpg.rf.ba71ae635244254d1e93c70a1a63fbc8.jpg,0,1
-_254_jpg.rf.0e28d79e0e7799877236a52315f6b834.jpg,1,0
-_9_jpg.rf.95897bcc568861e4fc0467e2769e8690.jpg,0,1
-_87_jpg.rf.1faaf86752d8c42e2ee65f2050709cd9.jpg,0,1
-_176_jpg.rf.9d7207da8ffeda36c29a200c8781c23e.jpg,1,0
-_299_jpg.rf.a81617a01d2502438fbe0f538a992f7d.jpg,0,1
Screenshot-from-2025-03-14-17-14-23_png.rf.ab440a14ccef79b4f984a10f84f8a1ad.jpg,0,1
-_243_jpg.rf.eae5cd4e2639c6ea2e41f4ce34fdaa98.jpg,1,0
-_69_jpg.rf.04108364a58e3fb8e217de6179231d47.jpg,1,0
-_164_jpg.rf.8263f2c266e0b02071d07ba0e77d44db.jpg,1,0
-_20_jpg.rf.cf0acfd700eb64f9073facea9a63287b.jpg,0,1
-_282_jpg.rf.5161454f2d30bf81ca59a544106cf5ab.jpg,1,0
-2025-03-14-155607_jpg.rf.a4dbf21d2f7310ae33b7bb24606191e3.jpg,0,1
-_249_jpg.rf.9b155bcad89b2768823926651df3d0c3.jpg,1,0
-_253_jpg.rf.f2d7e3d484aececa479f125a3a53535c.jpg,0,1
-_291_jpg.rf.2f80022ce9d1ac20779cab2157864f8f.jpg,0,1
-_248_jpg.rf.35c290d979063955664bf7cfc8f0fc27.jpg,0,1
-_85_jpg.rf.829b9a66c6a67d460aa2c5e1c15c5d38.jpg,0,1
-_96_jpg.rf.3f113788295e22d4675ba35ab0b25e6e.jpg,0,1
-_252_jpg.rf.32cb1fa66af284e3cd50fc522cf13349.jpg,0,1
-_18_jpg.rf.cdc595d7ee5d82a37e53ad43b7c1f8a8.jpg,1,0
-_245_jpg.rf.baad96ebd002faa50cf9338128d1cbd4.jpg,0,1
-_253_jpg.rf.55be198c32ec5d9cf628fe9488e774f9.jpg,0,1
-2025-03-14-104511_jpg.rf.8c31fa701f5592474a2c098a7ccbb543.jpg,1,0
Screenshot-from-2025-03-14-17-13-52_png.rf.3a321770963e698c1d01689a51133a28.jpg,0,1
-_271_jpg.rf.00cf4c45ddad0a71c560eaa8491101ec.jpg,0,1
-_205_jpg.rf.af85b899c9af199bc3205142e3b26afe.jpg,0,1
-_270_jpg.rf.c1c229d3f4e00ef116d10e9587f4d433.jpg,0,1
-_286_jpg.rf.7cb3ec6148b7c02ac54e2a00cf769fca.jpg,0,1
Screenshot-from-2025-03-14-17-08-15_png.rf.bcb280282d5e00d83d56ba589ab7fead.jpg,0,1
-_227_jpg.rf.1d7e036b215e7080057a1a74d9f5f8b7.jpg,0,1
Screenshot-from-2025-03-14-17-06-21_png.rf.ec0b3f6585395204417336d00bb3cd5f.jpg,0,1
-_183_jpg.rf.551d56aa26ff5c7d7e39091c406d8fd0.jpg,1,0
-_241_jpg.rf.0cf3513a837b8a4d7e456ba533556ab1.jpg,0,1
-_257_jpg.rf.d66c1d2eafdeb4cd00c15d39bf6ab43b.jpg,0,1
-_251_jpg.rf.968afb12faad8d795970771e282e4b6e.jpg,0,1
-2025-03-14-104456_jpg.rf.a8690e0e77cae520b904a3049f6ac789.jpg,1,0
-_128_jpg.rf.dd209153a30097f6c271eb6423f5d720.jpg,0,1
-_286_jpg.rf.cdf0c8ca742a2aa740b2bf9951404e9c.jpg,0,1
-_111_jpg.rf.9547f7d9784c8138f4b9c5ed5bab3705.jpg,0,1
-_13_jpg.rf.010dc89afbfb91c463a3e7ec9584530f.jpg,0,1
-2025-03-13-104108_jpg.rf.62e1204f4ffb8345c234c12ae4e25fb5.jpg,1,0
-_142_jpg.rf.6d3e715edb7cd7bc15d17b612cce4a04.jpg,0,1
-_201_jpg.rf.6269e6d29a8e7a054a0ca8ae43fcc549.jpg,0,1
-2025-03-14-104551_jpg.rf.473b04e5d1902055ff3b1ede1b4f1902.jpg,1,0
-_287_jpg.rf.46c02b491e029d7942096bf949869e4f.jpg,0,1
-_274_jpg.rf.5b1d3a7f506e0367c69bf4b10e835ab4.jpg,1,0
-_227_jpg.rf.f6ce59ff16bf5b9ebbf63e3f3dfd24fb.jpg,1,0
-_208_jpg.rf.c99838dbaf9131f63eeab3dc5cb3e679.jpg,0,1
-_246_jpg.rf.67de0564e9f8c8f81006c4599ac1960d.jpg,0,1
-_26_jpg.rf.f02cd33f4d05306c0ec24aacae6fb9d5.jpg,1,0
-_24_jpg.rf.13dd131f761f798abf468cf739b8ce50.jpg,0,1
-_132_jpg.rf.fcf5c21679c97963138ebeef542fe653.jpg,1,0
-2025-03-14-155635_jpg.rf.9cc206b02b6724405761231d9294d161.jpg,0,1
-_37_jpg.rf.0497c8ebe2b4335261a247763cd426ce.jpg,1,0
-_70_jpg.rf.21219c5bdd2bce559e775b381c9881f4.jpg,1,0
-_139_jpg.rf.dc8ce9ced4cabf790e7f6155815d2273.jpg,0,1
-_213_jpg.rf.576747bdd38c63a965253ef20e2914f9.jpg,0,1
-_278_jpg.rf.98cb3a5fef6a3f116852a215d896a379.jpg,1,0
-_269_jpg.rf.c77a793778bcce6900aeb2749f3326a7.jpg,1,0
-_95_jpg.rf.03da64b354c41ff70d21057955c7f0c6.jpg,0,1
-_182_jpg.rf.74107a638828f13082e274f860628df9.jpg,1,0
-2025-03-10-160223_jpg.rf.5655ebfbf88a9335cd15ce0a65c81891.jpg,0,1
-_83_jpg.rf.b1c99fce9568e47142732d8a722f9f65.jpg,0,1
-_63_jpg.rf.4484135effb564e5ba52224e4da68adf.jpg,0,1
-_184_jpg.rf.af397930fc93741191d54d5b1330d4bf.jpg,1,0
-_208_jpg.rf.b1b3525f839e0ce6bce207f4f1611e33.jpg,0,1
-_66_jpg.rf.63e49b27aac975d078668127f93b1a69.jpg,0,1
-_4_jpg.rf.8816e234dabaf15d60bb6ce44b5697f4.jpg,0,1
-_237_jpg.rf.b2d65f4e99465d6f64b8c1a2509083c9.jpg,0,1
-_280_jpg.rf.085d8cb4e921bcf12804a60904f6c32f.jpg,1,0
-_285_jpg.rf.bf6ea268c2c9a314bae724f2985aa903.jpg,0,1
-_110_jpg.rf.3aac27501936f0f5bd1bb44f4761eea5.jpg,0,1
-2025-03-14-104617_jpg.rf.5ac5fcecdb665ed32830f0ab9926ee0b.jpg,1,0
-2025-03-14-104631_jpg.rf.6eb36b0a5177a4ec7ab0d74799265b26.jpg,1,0
-_64_jpg.rf.66f3ea1ad59a66bfec5307beb3ad0d81.jpg,0,1
-_278_jpg.rf.07a1ad584b96f1aca89f64101afa6f79.jpg,0,1
-_282_jpg.rf.26b3e4a454d0f29a2da41029ef73e206.jpg,0,1
-_243_jpg.rf.6350bbc2a171931e45942390056c0dba.jpg,0,1
-_135_jpg.rf.bee712b8b799df26e6605769fa2bee1e.jpg,0,1
-_279_jpg.rf.378304ff46061efe90d8db530532ca86.jpg,0,1
-_68_jpg.rf.60c7b3a3f429ec7f12ea7dcdb3ea28f3.jpg,0,1
-_250_jpg.rf.4aa15dbc5a51952efeb253f4eddcc41d.jpg,0,1
-_98_jpg.rf.e7f92da891851d1f868dfefe269e9bd8.jpg,0,1
-_21_jpg.rf.373088bfe5ac2c66a195a311326468a8.jpg,0,1
-_274_jpg.rf.e79b4ee4dda19c0fe4e932e9c701e9bf.jpg,0,1
-_254_jpg.rf.76a8346cf7e50606ff4295fe90f12aaa.jpg,0,1
-_258_jpg.rf.df1ca85f4d86f97923204406893557cc.jpg,0,1
-2025-03-10-160026_jpg.rf.5c8dca3168412317550bed334ae0e05f.jpg,0,1
-_26_jpg.rf.23dbb8a08cce46bbfed5e635f939c252.jpg,0,1
Screenshot-from-2025-03-14-17-15-04_png.rf.c58e065d86d1c68f81f7edc84911d602.jpg,0,1
-_245_jpg.rf.fb9317889a285e10a8d0e81ac665ff69.jpg,0,1
-_247_jpg.rf.c36cc16d35672f77d8c8e09eae793bbc.jpg,0,1
-_264_jpg.rf.581c3970faa2905400d11ac9b758358d.jpg,0,1
-_227_jpg.rf.86601cc2c4a5c20872b220a0a5ba4123.jpg,0,1
-2025-03-10-155934_jpg.rf.b3d0e447c42e4f6e6d153fa445da8893.jpg,0,1
-_37_jpg.rf.ed9449e7d205f8d81998693fa5a4d686.jpg,0,1
-2025-03-14-155652_jpg.rf.c371a07b65f9966311d397e03efa608e.jpg,0,1
-_168_jpg.rf.7300046a89fc498c5a2f8db05a6a556f.jpg,0,1
-_25_jpg.rf.35234bc42b02a3779bf79645243ebfe2.jpg,0,1
-_101_jpg.rf.9d46c852a2bce48f103cf4f385b88e3b.jpg,0,1
-_44_jpg.rf.c3ea5ec025170817aa58a1fd10dbd690.jpg,0,1
-2025-03-13-112604_jpg.rf.1f2ea94c5481d72283c7877fe11a7dad.jpg,0,1
-_97_jpg.rf.0124afcc2935af6aa99afd859523aeb0.jpg,1,0
-2025-03-14-155734_jpg.rf.aec6ee2f0edc1f6c29447e161b110cf2.jpg,0,1
-_42_jpg.rf.cfbab5b281da4eb951a2c35d653aff07.jpg,0,1
